,VarName,Description,Root_DF,Start,End,DataFrame,recursion_flag
362,M48A,Age 1st time hospitalized overnight for episode,Mania,362,362,ncsr,0
363,M48_1,# close relatives that have excited/grouchy episodes,Mania,363,363,ncsr,0
364,IR1A,Other problems during irritable episode,Irritable_Depression,364,364,ncsr,0
365,IR1B,Other problems during irritable episode for several days +,Irritable_Depression,365,365,ncsr,0
366,IR2,Period of being irritable + other problems for most of 2 weeks,Irritable_Depression,366,366,ncsr,0
367,IR2A,Longest # days when irritable + other probs most of day,Irritable_Depression,367,367,ncsr,0
368,IR4,Irritable + other probs sev days every mth of year,Irritable_Depression,368,368,ncsr,0
369,IR7,Irritable + largest # other probs episode that stands out,Irritable_Depression,369,369,ncsr,0
370,IR7A,Age worst episode occurred,Irritable_Depression,370,370,ncsr,0
371,IR7B1,Length irritable episode + largest # other probs,Irritable_Depression,371,371,ncsr,0
372,IR7B2,"Unit of time irritable episode + largest # other probs, IR7B1",Irritable_Depression,372,372,ncsr,0
373,IR7C,"Experiences most day, every day last time irritable + other",Irritable_Depression,373,373,ncsr,0
374,IR8A,In worst ep-feel discouraged about how things going in life,Irritable_Depression,374,374,ncsr,0
375,IR8B,In worst episode-lose ability take pleasure in good happenings,Irritable_Depression,375,375,ncsr,0
376,IR8C,In worst episode-much larger appetite nearly every day,Irritable_Depression,376,376,ncsr,0
377,IR8D,In worst episode-much smaller appetite nearly every day,Irritable_Depression,377,377,ncsr,0
378,IR8E,In worst episode-have trouble sleeping,Irritable_Depression,378,378,ncsr,0
379,IR8F,In worst episode-sleep too much nearly every night,Irritable_Depression,379,379,ncsr,0
380,IR8G,In worst episode-lot more energy nearly every day,Irritable_Depression,380,380,ncsr,0
381,IR8H,In worst episode-lot less energy nearly every day,Irritable_Depression,381,381,ncsr,0
382,IR8I,In worst episode-nerv/jittery so can't sit still or pace,Irritable_Depression,382,382,ncsr,0
383,IR8J,In worst episode-trouble concentrating nearly every day,Irritable_Depression,383,383,ncsr,0
384,IR8K,In worst episode-lose your self-confidence,Irritable_Depression,384,384,ncsr,0
385,IR8L,In worst episode-think about committing suicide,Irritable_Depression,385,385,ncsr,0
386,IR8M,In worst episode-think about harming someone else,Irritable_Depression,386,386,ncsr,0
387,IR10,Irritability + other probs interfered w/ work/social life/relations,Irritable_Depression,387,387,ncsr,0
388,IR10A,Unable to carry out daily activities because of irrit + other prob,Irritable_Depression,388,388,ncsr,0
389,IR11,Amount of time irritability lasted,Irritable_Depression,389,389,ncsr,0
390,IR11_1,Severity of irritability during episode,Irritable_Depression,390,390,ncsr,0
391,IR11_2,So irritable that nothing could bring good mood,Irritable_Depression,391,391,ncsr,0
392,IR12A,Irritability due to physical causes or med/drugs/alcohol,Irritable_Depression,392,392,ncsr,0
393,IR12B,Irritability always from physical causes,Irritable_Depression,393,393,ncsr,0
394,IR20,Remember exact age 1st irritable period + other probs,Irritable_Depression,394,394,ncsr,0
395,IR20A,Age in years 1st irritable episode + other probs,Irritable_Depression,395,395,ncsr,0
396,IR20B1,Approximate age 1st irritable episode + other probs,Irritable_Depression,396,396,ncsr,0
397,IR20B2,"Irritability + other probs before 1st started school, IR20B1",Irritable_Depression,397,397,ncsr,0
398,IR20B3,"Irritability + other probs before a teenager, IR20B1",Irritable_Depression,398,398,ncsr,0
399,IR20C,1st time because stress experience or out of blue,Irritable_Depression,399,399,ncsr,0
400,IR20D1,Approx length 1st time irritable + other probs,Irritable_Depression,400,400,ncsr,0
401,IR20D2,"Unit time, IR20D1",Irritable_Depression,401,401,ncsr,0
402,IR21,Irritable episodes past 12 months,Irritable_Depression,402,402,ncsr,0
403,IR21A,Most recent irritable episode,Irritable_Depression,403,403,ncsr,0
404,IR21A_1,# different irritable episodes past 12 months,Irritable_Depression,404,404,ncsr,0
405,IR21A_3A,Month irritable episode started,Irritable_Depression,405,405,ncsr,0
406,IR21A_3B,Year irritable episode started,Irritable_Depression,406,406,ncsr,0
407,IR21A_4A,Length of irritable episode,Irritable_Depression,407,407,ncsr,0
408,IR21A_4B,"Unit time, IR21A.4A",Irritable_Depression,408,408,ncsr,0
409,IR21A_6,Has this episode ended or still going on,Irritable_Depression,409,409,ncsr,0
410,IR21A_7A,Length 1st irritable episode lasted,Irritable_Depression,410,410,ncsr,0
411,IR21A_7B,"Unit time, IR21A.7A",Irritable_Depression,411,411,ncsr,0
412,IR21A_9,Most recent episode ended or ongoing,Irritable_Depression,412,412,ncsr,0
413,IR21B,# of days irritable episodes past year,Irritable_Depression,413,413,ncsr,0
414,IR21C,Age last time had irritable episode,Irritable_Depression,414,414,ncsr,0
415,IR35,# irritability episodes in lifetime,Irritable_Depression,415,415,ncsr,0
416,IR36_1,# episodes brought on by stressful experience,Irritable_Depression,416,416,ncsr,0
417,IR38A,Length of longest irritable episode,Irritable_Depression,417,417,ncsr,0
418,IR38B,"Unit time, IR38A",Irritable_Depression,418,418,ncsr,0
419,IR39,# years with at least one irritable ep/mth for 2+ weeks/mth,Irritable_Depression,419,419,ncsr,0
420,IR48A,Worst month in past year-feel cheerful,Irritable_Depression,420,420,ncsr,0
421,IR48B,Worst month in past year-feel slowed down,Irritable_Depression,421,421,ncsr,0
422,IR48C,Worst month in past year-enjoy book/radio/TV,Irritable_Depression,422,422,ncsr,0
423,IR49,Worst month in past year-still enjoyed things you used to,Irritable_Depression,423,423,ncsr,0
424,IR49A,Worst month in past year-laugh/see funny side,Irritable_Depression,424,424,ncsr,0
425,IR49B,Worst month in past year-interest in physical appearance,Irritable_Depression,425,425,ncsr,0
426,IR49C,Worst month in past year-look forward w/ enjoyment to things,Irritable_Depression,426,426,ncsr,0
427,IR50A,Exent to which irritability interfered with home mgmt,Irritable_Depression,427,427,ncsr,0
428,IR50B,Exent to which irritability interfered with work,Irritable_Depression,428,428,ncsr,0
429,IR50C,Extent to which irritability interf w/ form/maint close relations,Irritable_Depression,429,429,ncsr,0
430,IR50D,Extent to which irritability interfered with social life,Irritable_Depression,430,430,ncsr,0
431,IR52,# days in past year unable to do usual activities due to irritab,Irritable_Depression,431,431,ncsr,0
432,IR56,Talked to professional about irritability,Irritable_Depression,432,432,ncsr,0
433,IR56A,Age 1st talk to medical professional about irritability,Irritable_Depression,433,433,ncsr,0
434,IR68,Received helpful/effective treatment for irritability,Irritable_Depression,434,434,ncsr,0
435,IR68A,Age 1st time got helpful/effective treatment for irritability,Irritable_Depression,435,435,ncsr,0
436,IR68B,Total profs seen for irritability incl helpful treatment doc,Irritable_Depression,436,436,ncsr,0
437,IR68C,# professionals ever talk to about irritability,Irritable_Depression,437,437,ncsr,0
438,IR70,Receive professional treatment for irritability in past year,Irritable_Depression,438,438,ncsr,0
439,IR71,Hospitalized overnight for irritability,Irritable_Depression,439,439,ncsr,0
440,IR71A,Age 1st time hospitalized overnight for irritability,Irritable_Depression,440,440,ncsr,0
441,IR71_1,# close relatives had irritable episode,Irritable_Depression,441,441,ncsr,0
442,IR20B,About how old first time had an episode of this sort,Irritable_Depression,442,442,ncsr,0
443,IR20B4,Not before a teenager,Irritable_Depression,443,443,ncsr,0
444,PD1A,During attack-heart racing,Panic_Disorder,444,444,ncsr,0
445,PD1B,During attack-short of breath,Panic_Disorder,445,445,ncsr,0
446,PD1C,During attack-nausea/stomach discomfort,Panic_Disorder,446,446,ncsr,0
447,PD1D,During attack-feel dizzy,Panic_Disorder,447,447,ncsr,0
448,PD1E,During attack-sweating,Panic_Disorder,448,448,ncsr,0
449,PD1F,During attack-trembling or shaking,Panic_Disorder,449,449,ncsr,0
450,PD1G,During attack-dry mouth,Panic_Disorder,450,450,ncsr,0
451,PD1H,During attack-felt you are choking,Panic_Disorder,451,451,ncsr,0
452,PD1I,During attack-chest discomfort,Panic_Disorder,452,452,ncsr,0
453,PD1J,During attack-might lose control or go crazy,Panic_Disorder,453,453,ncsr,0
454,PD1K,During attack-felt you were not really there,Panic_Disorder,454,454,ncsr,0
455,PD1L,During attack-feel things around you unreal/dreamlike,Panic_Disorder,455,455,ncsr,0
456,PD1M,During attack-afraid of passing out,Panic_Disorder,456,456,ncsr,0
457,PD1N,During attack-afraid might die,Panic_Disorder,457,457,ncsr,0
458,PD1O,During attack-hot flushes or chills,Panic_Disorder,458,458,ncsr,0
459,PD1P,During attack-numbness or tingling,Panic_Disorder,459,459,ncsr,0
460,PD3,Attack symptoms began and reached peak within 10 min,Panic_Disorder,460,460,ncsr,0
461,PD4,# of sudden attacks in lifetime,Panic_Disorder,461,461,ncsr,0
462,PD6,When did attack occur,Panic_Disorder,462,462,ncsr,0
463,PD7,Remember exact age at attack,Panic_Disorder,463,463,ncsr,0
464,PD7A,Age at attack,Panic_Disorder,464,464,ncsr,0
465,PD7B1,Estimate age at attack,Panic_Disorder,465,465,ncsr,0
466,PD7B2,Attack before started school,Panic_Disorder,466,466,ncsr,0
467,PD7B3,Attack before teenager,Panic_Disorder,467,467,ncsr,0
468,PD8,Situation in which attack occurred,Panic_Disorder,468,468,ncsr,0
469,PD9,Remember exact age of 1st attack,Panic_Disorder,469,469,ncsr,0
470,PD9A,Age 1st attack,Panic_Disorder,470,470,ncsr,0
471,PD9B1,Estimate age 1st attack,Panic_Disorder,471,471,ncsr,0
472,PD9B2,1st attack before started school,Panic_Disorder,472,472,ncsr,0
473,PD9B3,1st attack before teenager,Panic_Disorder,473,473,ncsr,0
474,PD10,Any attack in past year,Panic_Disorder,474,474,ncsr,0
475,PD10A,How recent in past year attack occurred,Panic_Disorder,475,475,ncsr,0
476,PD10B,# of weeks in past year had at least one attack,Panic_Disorder,476,476,ncsr,0
477,PD10C,Total # of attacks in past year,Panic_Disorder,477,477,ncsr,0
478,PD10D,Age at last attack,Panic_Disorder,478,478,ncsr,0
479,PD11,Largest number attacks in any single year,Panic_Disorder,479,479,ncsr,0
480,PD12,# of separate years at least had 1 attack,Panic_Disorder,480,480,ncsr,0
481,PD13A,"After attack, worried for month or more about another attack",Panic_Disorder,481,481,ncsr,0
482,PD13B,Worried for mth or more something terrible might happen,Panic_Disorder,482,482,ncsr,0
483,PD13C,Changed everyday activities for month or more,Panic_Disorder,483,483,ncsr,0
484,PD13D,Avoided situations due to fear another attack for mth or more,Panic_Disorder,484,484,ncsr,0
485,PD15,Age 1st mth of worry/change activities/avoid sits due to attack,Panic_Disorder,485,485,ncsr,0
486,PD16,Month of worry or change in activities in past 12 mths,Panic_Disorder,486,486,ncsr,0
487,PD16A,How recent the worry and change in activities,Panic_Disorder,487,487,ncsr,0
488,PD16B,# of months of worry or change in activities in past 12 mths,Panic_Disorder,488,488,ncsr,0
489,PD16C,Frequency of worry in severe episode in past 12 mths,Panic_Disorder,489,489,ncsr,0
490,PD16D,Severity of  worry during severe episode,Panic_Disorder,490,490,ncsr,0
491,PD16E,Age last time had month of worry about attack,Panic_Disorder,491,491,ncsr,0
492,PD17,Ever have attack occur unexpectedly out of blue,Panic_Disorder,492,492,ncsr,0
493,PD17A,# of lifetime attacks occur unexpectedly,Panic_Disorder,493,493,ncsr,0
494,PD18,# of lifetime attacks due to unreasonable fear of situation,Panic_Disorder,494,494,ncsr,0
495,PD19,# of lifetime attacks due to real danger,Panic_Disorder,495,495,ncsr,0
496,PD21B1,Age of 1st out of blue attack,Panic_Disorder,496,496,ncsr,0
497,PD21B2,"1st sudden attack before started school, PD21B1",Panic_Disorder,497,497,ncsr,0
498,PD21B3,"1st sudden attack before teenager, PD21B1",Panic_Disorder,498,498,ncsr,0
499,PD22,Sudden attacks interfere w/ work/social life/relationships,Panic_Disorder,499,499,ncsr,0
500,PD24,Sudden attack occurred while asleep,Panic_Disorder,500,500,ncsr,0
501,PD24A,# sudden attacks occuring while asleep,Panic_Disorder,501,501,ncsr,0
502,PD25A,Sudden attacks ever due to physical illness or med/drug/alc,Panic_Disorder,502,502,ncsr,0
503,PD25B,All sudden attacks due to physical causes,Panic_Disorder,503,503,ncsr,0
504,PD36,# unexpected sudden attacks in past year,Panic_Disorder,504,504,ncsr,0
505,PD37A,Age at last sudden attack,Panic_Disorder,505,505,ncsr,0
506,PD37B,# of weeks in past year had at least one sudden attack,Panic_Disorder,506,506,ncsr,0
507,PD38,How recently in past year did attack occur,Panic_Disorder,507,507,ncsr,0
508,PD40,Severity of emotional distress during attacks in last 12 mths,Panic_Disorder,508,508,ncsr,0
509,PD41,Upset by physical sensations remind of attack in last 12 mths,Panic_Disorder,509,509,ncsr,0
510,PD41A,Severity of discomf from physical sensations in last 12 mths,Panic_Disorder,510,510,ncsr,0
511,PD42,Avoid situations caused physical sensation in past 12 mths,Panic_Disorder,511,511,ncsr,0
512,PD43,Avoidance of situation interfered with work/social life/relations,Panic_Disorder,512,512,ncsr,0
513,PD44A,Worst month in past year-attack interfered with home mgmt,Panic_Disorder,513,513,ncsr,0
514,PD44B,Worst month in past year-attack interfered with work,Panic_Disorder,514,514,ncsr,0
515,PD44C,Worst month in past year-attack interf w/ form/maint relations,Panic_Disorder,515,515,ncsr,0
516,PD44D,Worst month in past year-attack interfere with social life,Panic_Disorder,516,516,ncsr,0
517,PD46,# of days in yr unable to carry out activities due to attack,Panic_Disorder,517,517,ncsr,0
518,PD50,Ever talked to professional about panic attacks,Panic_Disorder,518,518,ncsr,0
519,PD50A,Age 1st see professional for attacks,Panic_Disorder,519,519,ncsr,0
520,PD62,Received helpful/effective treatment for attack,Panic_Disorder,520,520,ncsr,0
521,PD62A,Age 1st got helpful treatment for attack,Panic_Disorder,521,521,ncsr,0
522,PD62B,Total profs seen for panic incl helpful treatment doc,Panic_Disorder,522,522,ncsr,0
523,PD62C,# professionals ever talk to about panic attacks,Panic_Disorder,523,523,ncsr,0
524,PD64,Receive professional treatment for attacks in past 12 mths,Panic_Disorder,524,524,ncsr,0
525,PD65,Hospitalized overnight for attacks,Panic_Disorder,525,525,ncsr,0
526,PD65A,Age 1st time hospitalized overnight for attacks,Panic_Disorder,526,526,ncsr,0
527,PD65_1,# close relatives ever had panic attacks,Panic_Disorder,527,527,ncsr,0
528,PD7B,Estimate age at attack-computed,Panic_Disorder,528,528,ncsr,0
529,PD9B,Estimate age 1st attack-computed,Panic_Disorder,529,529,ncsr,0
530,PD21,Age 1st out of blue attack-computed,Panic_Disorder,530,530,ncsr,0
531,SP1_11,Specific group endorsement,Specific_Phobia,531,531,ncsr,0
532,SP3A,Time when always anxious/upset faced with feared animal,Specific_Phobia,532,532,ncsr,0
533,SP3A1,Age 1st time feared some type of animal,Specific_Phobia,533,533,ncsr,0
534,SP3A2,"Before 1st started school, SP3A1",Specific_Phobia,534,534,ncsr,0
535,SP3A3,"Before a teenager, SP3A1",Specific_Phobia,535,535,ncsr,0
536,SP3B,Avoid situation w/ risk to see animal because of fear,Specific_Phobia,536,536,ncsr,0
537,SP3C1,Age 1st avoided situations to see animals,Specific_Phobia,537,537,ncsr,0
538,SP3C2,"Before 1st started school, SP3C1",Specific_Phobia,538,538,ncsr,0
539,SP3C3,"Before a teenager, SP3C1",Specific_Phobia,539,539,ncsr,0
540,SP5A,Time when always upset/anx when faced with scary situation,Specific_Phobia,540,540,ncsr,0
541,SP5A1,Age 1st time fear of storm or still water,Specific_Phobia,541,541,ncsr,0
542,SP5A2,"Before 1st started school, SP5A1",Specific_Phobia,542,542,ncsr,0
543,SP5A3,"Before a teenager, SP5A1",Specific_Phobia,543,543,ncsr,0
544,SP5B,Avoid situation being in storm or still water because of fear,Specific_Phobia,544,544,ncsr,0
545,SP5C1,Age 1st avoid situation like storm or still water,Specific_Phobia,545,545,ncsr,0
546,SP5C2,"Before 1st started school, SP5C1",Specific_Phobia,546,546,ncsr,0
547,SP5C3,"Before a teenager, SP5C1",Specific_Phobia,547,547,ncsr,0
548,SP7A,Time when always anx/upset seeing doc/inject/blood/injury,Specific_Phobia,548,548,ncsr,0
549,SP7A1,Age 1st time fear doc/inject/blood/injury experience,Specific_Phobia,549,549,ncsr,0
